;Rendement
993;0.008497817566358208
994;-0.040708964950846964
995;-0.057148372117369346
996;0.021393366809560346
997;-0.047093284946652714
998;0.05161594204575934
999;-0.020405806214150175
1000;-0.053678536200814336
1001;0.0495894346203886
1002;0.0413944509963207
1003;-0.014205270701223327
1004;-0.0016089834874401276
1005;0.028551315548541255
1006;0.08384278517394833
1007;0.03364772764876591
1008;0.10162016485025419
1009;0.02354689726567031
1010;0.07184874753309516
1011;-0.011542449415745608
1012;0.020633312292557094
1013;-0.03160899415880308
1014;0.0016966450151412005
1015;0.07143672363494531
1016;-0.045291860360548525
1017;0.033403520718516974
1018;-0.04052377963690944
1019;0.025448318001911618
1020;-0.0359205236274866
1021;-0.02971677109576149
1022;0.04523102726184163
1023;0.0009631209702705235
1024;0.09734377571453919
1025;0.05086382479905652
1026;-0.003563100725593955
1027;-0.06629931238264404
1028;-0.0015975973146844069
1029;-0.04057119420288089
1030;0.026395356624251177
1031;-0.0367662816847016
1032;-0.018686797412168374
1033;-0.01851318600860054
1034;0.025748486803353076
1035;0.0007020437011948388
1036;0.08230766277537896
1037;0.15259923971576866
1038;0.024523831647313157
1039;0.02484224263773882
1040;0.02002911668653226
1041;-0.029104454406156464
1042;0.053322752033046754
1043;-0.07892257711015574
1044;0.03451349606240456
1045;0.09273333052693004
1046;-0.022999066049128915
1047;-0.0626728573034471
1048;-0.00887406955513697
1049;0.03865228308275377
1050;0.03264075989447605
1051;0.031101640497506366
1052;0.08653726967637794
1053;-0.035959834271113066
1054;0.12251505693501258
1055;0.12062647566823713
1056;0.036878174733312646
1057;0.03058792019952989
1058;0.01944419756683601
1059;0.010078847647564828
1060;0.07190390518312512
1061;0.039691952708795525
1062;-0.030859467169094473
1063;0.039384413435117976
1064;0.0014000384284904043
1065;0.0921189858372091
1066;0.044386555803703515
1067;-0.04357836609637118
1068;-0.02222401836024403
1069;0.015517942339807576
1070;0.03353683264648083
1071;0.08453157452548396
1072;0.004783668874296581
1073;-0.021484205098170436
1074;0.041336240972854765
1075;-0.007663276657819011
1076;0.02825316146289822
1077;0.012155187016525702
1078;-0.010260194466820423
1079;-0.0001362188302061895
1080;0.0014267557856450707
1081;-0.005261892349806345
1082;-0.06349820737510811
1083;0.07871336576367555
1084;-0.03396913816097509
1085;0.03750118366943582
1086;0.02419787187275162
1087;0.11412738936861061
1088;-0.004504362367123633
1089;0.06329166155747856
1090;0.03701854026811986
1091;0.0194234271507932
1092;0.09199431041736815
1093;-0.05108109731168497
1094;0.09665918036663441
1095;0.004769652705871152
1096;0.00519724481831247
1097;0.031726029137474396
1098;-0.07930830109623727
1099;-0.005283146330170183
1100;0.022082641106144933
1101;0.09189759528277762
1102;0.088963243491593
1103;0.08225979726720255
1104;0.008592479072414817
1105;-0.006523555868430577
1106;-0.06507356122837521
1107;0.014543874214274126
1108;0.030377263421179208
1109;-0.04346032216806208
1110;0.013817134900723716
1111;0.0525434493134982
1112;0.012377948909319656
1113;-0.026748216817427135
1114;0.014821195033128304
1115;-0.026179789852229192
1116;0.004947047197075563
1117;-0.0036202758498646405
1118;0.030294704457042486
1119;0.021167119069387466
1120;0.045731469872719546
1121;0.12196487065254075
1122;-0.05117420715351813
1123;0.12596358801584073
1124;0.00748012561346755
1125;0.0514195053897231
1126;-0.02076832148596992
1127;0.019453631126903303
1128;0.004529452314305615
1129;-0.07803982230121306
1130;-0.013187430462456008
1131;-0.005556837913230055
1132;-0.0003924385601791869
1133;0.03537525130640276
1134;-0.040182509413659064
1135;-0.008276139306099993
1136;-0.010695652515335042
1137;-0.023783933370716142
1138;-0.046601981618642443
1139;-0.027776795968647575
1140;-0.0272384575286479
1141;0.030966058719568396
1142;0.09029218959333378
1143;6.9134237733266e-05
1144;0.12289888677211877
1145;-0.021887620243852837
1146;-0.01638066951193764
1147;0.09482743254211727
1148;0.048461556623794734
1149;0.03956570055203841
1150;0.04235254421507406
1151;0.023348379613451726
1152;-0.006357244799892356
1153;0.03500610953111135
1154;-0.08009666575707058
1155;-0.003532252855546005
1156;0.0659920421897739
1157;0.040156176112232204
1158;0.04273928288728456
1159;0.013066022446675447
1160;-0.01945727150258449
1161;0.02090625189980912
1162;0.07104409951683933
1163;0.006787911099609687
1164;-0.0014983883814521448
1165;0.04957562953424485
1166;-0.03957991947111765
1167;0.04055255592753752
1168;-0.03369062425878127
1169;0.12919104281905064
1170;0.04030410699644293
1171;0.01385364405860784
1172;-0.05350523496838662
1173;0.06503330734612006
1174;-0.0326181390139908
1175;-0.04698545147032689
1176;0.010837364029264478
1177;0.02318240200926766
1178;-0.03404052386436348
1179;0.023001131135772682
1180;0.021082622095569832
1181;0.01111053809483593
1182;0.030750531181815005
1183;-0.017525568909016728
1184;-0.0732425479512814
1185;0.00042245924946954005
1186;0.01001408273189881
1187;0.02838246474614195
1188;-0.03390676913882132
1189;-0.006254864744321366
1190;0.05745765288917326
1191;0.013251785576749598
1192;0.09257598052071402
1193;-0.005108631378579531
1194;0.04721651299477088
1195;0.07432575861953311
1196;0.15240337435845291
1197;-0.0264743556420558
1198;-0.016465420363126385
1199;0.02918784115385421
1200;-0.0054586253310458235
1201;-0.0026554826930403406
1202;0.04569637380235676
1203;0.021142068907293633
1204;0.005907890503420674
